County,Organisation,Project Title,Amount Sought,Organisation Type,Sport Type
Waterford,Tramore Rangers Fooball Club,Improvement of Facilities,"€11,655",Sports Club,Soccer
Waterford,Tramore Tennis Club,Essential Repair and upgrade to facilities,"€7,958",Sports Club,Tennis
Waterford,Tried & Tested Triathlon Club Dungarvan,Equipment grant for Tried & Tested Triathlon Club,"€15,607",Sports Club,Triathlon
Waterford,Villa Football Club,Villa Football Club - Astro Pitch Development,"€150,000",Sports Club,Soccer
Waterford,Villierstown Education & Culture Project Ltd,Safety Upgrades,"€8,928",Community Group,Canoeing / Kayaking
Waterford,Waterford & Wexford ETB,Astro turf pitch,"€142,500",Education & Training Board,Multi-sport
Waterford,Waterford & Wexford ETB,Extension of grass pitch,"€142,500",Education & Training Board,Multi-sport
Waterford,Waterford Badminton Club,Waterford Badminton Refurbishment,"€82,856",Sports Club,Badminton
Waterford,Waterford Boat Club,Renewal of Equipment for Waterford Boat Club,"€44,200",Sports Club,Rowing
Waterford,Waterford City RFC,Pitch Improvements and Drainage Upgrade,"€5,243",Sports Club,Rugby
Waterford,Waterford City Viqueens,Waterford Viqueens Fresh Meat Recruitment,"€3,050",Sports Club,Skateboarding
Waterford,Waterford Crystal Football Club,Sporting Equipment (Four Portable Goals),"€1,184",Sports Club,Soccer
Waterford,Waterford GAA,Walsh Park Stadium Upgrade,"€199,865",Sports Stadium,Gaelic Games
Waterford,Waterford Golf Club,Golf Academy incl covered driving range & mower,"€87,729",Sports Club,Golf
Waterford,Waterford Harbour Sailing Club,New Rescue/Safety RIBs & Dinghies for WHSC,"€66,177",Sports Club,Sailing
Waterford,Waterford Harbour Sub Aqua Club,Rigid Hulled Inflatable boat with engine,"€40,000",Sports Club,Diving/Snorkelling
Waterford,Waterford Institute of Technology,"2K Run/Walk Lighting, Sprint Track, Equipment","€183,542",Third level college,Gaelic Games
Waterford,Waterford LEDC Ltd,Cill Barra Community Sports Centre Extension,"€142,000",Sports Centre,Multi-sport
Waterford,Waterford Riding Club,Show Jumping Equipment,"€9,665",Sports Club,Equestrian Sports
Waterford,Waterford Sports Partnership,Sports Equipment 2017,"€15,252",Local Sports Partnership,Multi-sport
Waterford,Waterpark Rugby Football Club,Upgrade of All Weather Pitches,"€24,100",Sports Club,Rugby
Westmeath,Athlone Boat Club,ABC Boat House Development Shell & Core,"€150,000",Sports Club,Rowing
Westmeath,Athlone GAA,Athlone Gaa Multipurpose Fitness Centre,"€111,387",Sports Club,Gaelic Games
Westmeath,Athlone Institute of Technology,"Sports Testing, PreHab & Rehab Equipment","€195,925",Third level college,Multi-sport
Westmeath,Athlone Regional Sports Centre,Resurfacing of Astro Turf Pitch at Athlone RSC,"€200,000",Sports Centre,Swimming
Westmeath,Athlone Sub Aqua Club Ltd,Compressed air system replacement project,"€33,971",Sports Club,Diving/Snorkelling
Westmeath,Athlone Triathlon Club,Athlone Triathlon Club safety equipment purchase,€800,Sports Club,Triathlon
Westmeath,Ballinahown FC,Purchases of Goal & Ballstoppers,"€5,900",Sports Club,Soccer
Westmeath,Ballynacargy Boxing Club,Repairs and alterations to existing clubhouse,"€47,090",Sports Club,Boxing
Westmeath,Bunbrosna GAA Club,Club ground improvements and enhancement,"€61,077",Sports Club,Gaelic Games
Westmeath,Castlepollard Community College Sports Club,Gym Equipment,"€17,928",School (primary or second level),Gaelic Games
Westmeath,Castlepollard Hurling Club,Generator to Power Flood Lights to our Ball Wall,"€10,298",Sports Club,Hurling
Westmeath,Castletown Geoghegan Hurling Club,Safe off road walking track.,"€37,014",Sports Club,Hurling
Westmeath,Coralstown Kinnegad GAA,Community Sports Hall,"€150,000",Sports Club,Gaelic Football
Westmeath,Crookedwood GAA Club,Crookedwood GAA Grounds Drainage and Improvement,"€77,574",Sports Club,Hurling
Westmeath,Cullion Hurling Club,Upgrade Natural and All Weather Pitches,"€102,622",Sports Club,Hurling
Westmeath,Custume Pitch & Putt Club,1. Upgrade sprinkler system 2. Mower,"€7,790",Sports Club,Pitch and Putt
Westmeath,Emper National School,2017 - Empor Trim Trail-community sports/fitness project,"€58,200",School (primary or second level),Multi-sport
Westmeath,Garrycastle GAA club,"All weather training pitch, fencing and lights.","€133,094",Sports Club,Gaelic Games
Westmeath,Irish Wheelchair Association-Sport,Shannonside Stealers wheelchair Basketball Club,"€7,848",National Governing Body of Sport,Wheelchair Sport
Westmeath,Kilbeggan LTC and Community Center,Refurbishment of tennis courts,"€58,261",Sports Club,Tennis
Westmeath,Killucan GAA,Purchase of gym equipment,"€34,518",Sports Club,Gaelic Football
Westmeath,Killucan Ladies Football Club,Killucan Ladies Football Equipment,€978,Sports Club,Ladies Gaelic Football
Westmeath,Kinnegad Juniors AFC,Kinnegad Juniors AFC All Weather Pitch Development,"€150,000",Sports Club,Soccer
Westmeath,"LONGFORD & WESTMEATH EDUCATION
AND TRAINING BOARD [ETB]",Gym Equipment,"€17,928",Education & Training Board,Gaelic Games
Westmeath,Lough Lene Gaels GAA,Completion of Pitch Development,"€49,026",Sports Club,Hurling
Westmeath,Lough Ree Yacht Club,Replace Destroyed Electrics. Buy 2 Boats,"€31,000",Sports Club,Sailing
Westmeath,Maryland GAA Club,Facilities Upgrade Program Maryland GAA 2017,"€49,000",Sports Club,Gaelic Games
Westmeath,Midland Triathlon Club,Midland Triathlon Club,"€31,540",Sports Club,Triathlon
Westmeath,Midland Warriors RFC,Purchase of scrummage machine and grass mower.,"€18,687",Sports Club,Rugby
Westmeath,Milltownpass Gaelic Football Club,"New GAA Pitch, goals and ball stop nets.","€150,000",Sports Club,Gaelic Football
Westmeath,Moate All Whites GAA Club,Moate All Whites Grounds Development,"€24,201",Sports Club,Gaelic Football
Westmeath,Mullingar Cricket Club,Refurbishment of Artificial Cricket Practice Area,"€11,000",Sports Club,Cricket
Westmeath,Mullingar elite bc,Strenth and conditioning and boxing equiptment,"€34,631",Sports Club,Boxing
Westmeath,Mullingar Handball Club,Handball Court Upgrades,"€96,386",Sports Club,Handball
Westmeath,Mullingar Shamrocks GAA Club,Upgrading of Facilities in Springfield,"€52,750",Sports Club,Gaelic Football
Westmeath,Mullingar Sub Aqua Club,Mullingar SAC - Purchase of a Nitrox Compressor,"€23,777",Sports Club,Diving/Snorkelling
Westmeath,Mullingar Tennis & Badminton Club,Refurbishment of Indoor Sports Hall,"€21,500",Sports Club,Multi-sport
Westmeath,Multy Community Centre Ltd,Multyfarnham Community Centre,"€44,872",Community Group,Multi-sport
Westmeath,Olympic Boxing Club Mullingar,Equipment Grant for Olympic Boxing Club Mullingar.,"€23,641",Sports Club,Boxing
Westmeath,Raharney GAA,Upgrade of Clubhouse & Walk Track,"€130,000",Sports Club,Hurling
Westmeath,Raharney United Football Club,DefibrillatorPitch DrainageDugouts Goalposts,"€15,000",Sports Club,Soccer
Westmeath,Rochfortbridge Boxing Club,"Insulate roof, buy Gym equipment and flooring.","€9,015",Sports Club,Boxing
Westmeath,Rosemount Cycling Club,Promotion of paracycling in Rosemount Cycling Club,"€13,286",Sports Club,Cycling
Westmeath,Rosemount GAA,Provision of a fully equipped Gymnasium,"€120,641",Sports Club,Gaelic Games
Westmeath,Scoil na gCeithre Máistrí,Hurling in Athlone,"€25,000",School (primary or second level),Hurling
Westmeath,Shandonagh GAA,Pitch and sport equipment,"€14,373",Sports Club,Gaelic Football
Westmeath,"South Westmeath Hunt Branch of Irish Pony
Club",Equipment upgrade and purchase,"€7,600",Sports Club,Equestrian Sports
Westmeath,St Colmcilles Sports Park Company Ltd,Sand Based Training Area & Flood Lighting,"€47,439",Community Group,Multi-sport
Westmeath,St Finian's Diocesan Trust,"Drainage ,Walking track and Ducting","€50,000",Diocesan Trust,Gaelic Games
Westmeath,St Lomans Mullingar GAA Club,St Lomans 2017 Sports Capital Application,"€72,195",Sports Club,Gaelic Football
Westmeath,"St Marys,Rochfortbridge",Upgrading of Sports Ground facilities......,"€81,293",Sports Club,Gaelic Football
Westmeath,St Mel's Diocesan Trust,Playing pitch redevelopment at St. Ciaran's NS,"€80,000",Diocesan Trust,Multi-sport
Westmeath,St Oliver Plunketts Hurling Club,Sports Pitch Improvement Works to 2 pitches,"€21,050",Sports Club,Hurling
Westmeath,St. Pauls Gaelic Football Club [Clonmellon],Development & upgrade of St. Pauls GFC GAA grounds,"€89,571",Sports Club,Gaelic Football
Westmeath,Tang GAA Club,Tang GAA facilities improvement and upgrade,"€66,789",Sports Club,Gaelic Games
Westmeath,The Downs GAA Club,"Floodlights, walkway lights, Dugouts, - Na Dunta.","€140,000",Sports Club,Gaelic Games
Westmeath,Tubberclair GAA,Upgrade of Lighting and new Dugouts at Tubberclair,"€17,000",Sports Club,Gaelic Football
Westmeath,TURIN HURLING CLUB,Mower for our GAA pitch,"€6,330",Sports Club,Hurling
Westmeath,Tyrrellspass GAA club,Tyrrellspass GAA SCP17 Application,"€38,000",Sports Club,Gaelic Games
Westmeath,Westmeath County Council,Brawney Athlone Pump Track,"€32,200",Local Authority,Multi-sport
Westmeath,Westmeath County Council,Grange Mullingar Pump Track,"€32,200",Local Authority,Multi-sport
Westmeath,Westmeath County Council,Old Rail Trail Bike Stations,"€8,868",Local Authority,Multi-sport
Westmeath,Westmeath Minotaurs American football club,Sports Equipment for Westmeath Minotaurs,"€7,187",Sports Club,American Football
Westmeath,Westmeath Sports Partnership,Westmeath Watersport equipment,"€9,473",Local Sports Partnership,Multi-sport
Westmeath,Willow Park FC,Willow Park FC Dressing Room Developement,"€150,000",Sports Club,Soccer
Wexford,Adamstown Athletic Club,High Jump Garage & Outdoor Gym Equipment,"€15,000",Sports Club,Athletics
Wexford,All Blacks AFC,Upgrade of training pitch to synthetic grass,"€73,162",Sports Club,Soccer
Wexford,Ballagh Boxing Club,The Ballagh boxing gym,"€85,300",Sports Club,Boxing
Wexford,Ballaghkeen Community Project Ltd,Community Centre Improvements,"€15,296",Community Group,Multi-sport
Wexford,Ballindaggin Development Group,Ballindaggin Community Park,"€49,907",Community Group,Gaelic Games
Wexford,Ballymurn National School,Ballymurn Astro Turf Pitch,"€140,789",School (primary or second level),Gaelic Football
Wexford,Barntown Community Centre,Barntown Community Centre Sports Hub Project,"€150,000",Community Group,Multi-sport
Wexford,Ben mulhall park,Upgrade of facilities and new machinery,"€22,500",Sports Centre,Soccer
Wexford,Bree United Soccer Club,Renovate dressing rooms,"€20,876",Sports Club,Soccer
Wexford,Bridge Rovers FC,Full sized all weather football pitch,"€95,000",Sports Club,Soccer
Wexford,Bridgetown Handball Club,Refurbishment of Handball alley,"€33,900",Sports Club,Handball
Wexford,BUFFERS ALLEY GAA CLUB,Gym Refurbishment - upgrade former clubhouse.,"€50,500",Sports Club,Gaelic Games
Wexford,Castlebridge Handball Club,Castlebridge Handball Club Facilities Upgrade,"€17,200",Sports Club,Handball
Wexford,Castletown Ladies Football Association,Up grade facilities,"€3,216",Sports Club,Ladies Gaelic Football
Wexford,Castletown Liam Mellows GAA Club,Lawn Mower,"€18,794",Sports Club,Gaelic Games
Wexford,Clonard Boxing club,We are applying for equipment only grant.,"€13,357",Sports Club,Boxing
Wexford,Clonard GAA Club,Purchase of Football/Hurling Equipment,"€5,700",Sports Club,Gaelic Games
Wexford,Clonard Ladies GFC,Clonard LGFC Non Personalised Equipment,"€6,800",Sports Club,Gaelic Football
Wexford,"Coolcotts Gym Centre Ltd (Wexford
Gymnastics)",Gymnastics Equipment,"€18,261",Sports Club,Gymnastics
Wexford,"County Wexford Community Workshop
Enniscorthy Ltd",Outdoor Fitness Equipment & upgrading of facility.,"€132,124",Community Group,Multi-sport
Wexford,Courtown Hibernian Association Football Club,Resurfacing of Artificial Playing Surface,"€72,000",Sports Club,Soccer
Wexford,Craanford Harriers Athletic Club,Sports equipment for agility and coordination.,"€2,000",Sports Club,Athletics
Wexford,Crossabeg/Ballymurn Community Centre,Crossabeg Ballymurn Community Sports Centre,"€150,000",Community Group,Multi-sport
Wexford,Curracloe United Trust Co Ltd,"Install AstroTurf pitch,fence,ballstop netting","€120,749",Sports Club,Soccer
Wexford,Edermine Ferry Rowing Club,Purchase of rowing machines for training purposes.,"€4,049",Sports Club,Rowing
Wexford,Enniscorthy Archery Club,Equipment and training materials for archery Club,"€21,674",Sports Club,Archery
Wexford,Enniscorthy Boxing Academy,Equipment Only,"€10,100",Sports Club,Boxing
Wexford,Enniscorthy Golf Club,Construct 4 sand based greens on golf course,"€110,900",Sports Club,Golf
Wexford,Enniscorthy RFC,Sports Hall Refurbishment and Gym equipment,"€133,107",Sports Club,Rugby
Wexford,Enniscorthy Swim Club,Purchase of non personal equipment for Swim Club,"€11,652",Sports Club,Swimming
Wexford,"Enniscorthy Swimming Pool & Leisure
Complex Limited",CardioWall for All,"€5,673",Sports Centre,Swimming
Wexford,Fastnet Rovers,Fastnet Rovers AFC Clubhouse,"€141,770",Sports Club,Soccer
Wexford,Fethard/St.Mogues GAA Club,Indoor Sports Arena & Gym,"€95,000",Sports Club,Gaelic Games
Wexford,Geraldine O Hanrahans GAA Club,Purchase of New Lawnmower,"€6,000",Sports Club,Gaelic Games
Wexford,Glynn Barntown GAA Club,"Make Glynn Btown GAA Accessible, Safe & Inclusive","€126,517",Sports Club,Gaelic Games
Wexford,Gorey Cricket Club,Artificial Cricket Pitch,"€11,500",Sports Club,Cricket
Wexford,Gorey Rangers AFC,Development of Astro Turf Soccer Pitch 60m by 40m,"€97,298",Sports Club,Soccer
Wexford,Gorey RFC,"New Dressings Rooms, Shower Block and Medical Room","€95,116",Sports Club,Rugby
Wexford,GOREY TENNIS CLUB,Refurbishment Tennis Courts and Fencing,"€89,344",Sports Club,Tennis
Wexford,Hillbrook Lawn Tennis Club,Clubhouse 1st floor and new tennis court lighting,"€69,768",Sports Club,Tennis
Wexford,Hook Rural Tourism Ltd,"Tri the Hook Sprint Triathlon, Hook Peninsula","€3,450",Community Group,Triathlon
Wexford,Hook Sub Aqua Club,Hook Sub Aqua Club application for Rib Boat,"€60,000",Sports Club,Diving/Snorkelling
Wexford,Horeswood G.A.A. Club,Horeswood G.A.A. Club Walking Track,"€22,000",Sports Club,Gaelic Games
Wexford,Island Hunt Pony Club,Island Hunt Pony Club Equipment,"€23,160",Sports Club,Equestrian Sports
Wexford,KBX Kickboxing and Martial Arts,New Boxing ring and Mats,"€8,835",Sports Club,Martial Arts
Wexford,Kilanerin/Ballyfad GAA Club,Kilanerin Pitches floodlighting upgrade.,"€120,000",Sports Club,Gaelic Games
Wexford,Kilmore GAA & Community Complex,Pitch Redevelopment at Kilmore GAA Club,"€50,865",Sports Club,Gaelic Games
Wexford,Kilmore United Soccer Club,Running and Walking track,"€24,000",Sports Club,Soccer
Wexford,Marshalstown / Castledockrell GAA Club,"Dressing room,Showers and toilets refurbishment.","€43,804",Sports Club,Gaelic Games
Wexford,Menapians Athletic Club,Purchase Equipment and supplies for Menapians AC,"€49,760",Sports Club,Athletics
Wexford,Monageer Boolavogue GAA Club,Enhance GAA Club Facilities,"€105,716",Sports Club,Gaelic Games
Wexford,Moyne Rangers AFC,Upgrade of clubhouse & training facilities.,"€81,650",Sports Club,Soccer
Wexford,Naomh Eanna GAA Club,Handball Courts,"€140,035",Sports Club,Gaelic Games
Wexford,New Ross Boat Club,New Ross Boat Club New Club Building,"€150,000",Sports Club,Rowing
Wexford,New Ross Celtic AFC,New Ross Celtic Upgrade,"€150,000",Sports Club,Soccer
Wexford,New Ross Swimming Club,New Ross Swimming Club Storage 2017,"€16,411",Sports Club,Swimming
Wexford,Oulart The Ballagh,Synthetic Grassed Area & Gym Equipment,"€34,639",Sports Club,Gaelic Games
Wexford,Rathgarogue/Cushinstown GAA Club,Development and upgrade of sports facilities.,"€130,000",Sports Club,Gaelic Games
Wexford,Rathnure GAA Club,Walking track and GAA facility improvements,"€90,000",Sports Club,Gaelic Games
Wexford,Rosslare BoxingClub,"Rosslare Boxing Club, Equipment Project.","€8,150",Sports Club,Boxing
Wexford,"Rosslare Community Development Association
Limited",Refurbish flood lighting AWP and track,"€16,847",Sports Centre,Multi-sport
Wexford,Rosslare Kettlebell Club,Expansion of Rosslare Kettlebell Club,"€2,000",Sports Club,Weightlifting
Wexford,Shamrock Rovers FC (Enniscorthy),New Dressing Rooms,"€104,015",Sports Club,Soccer
Wexford,St Fintans Gaa Club,Build new dressing rooms with toilets and showers.,"€85,000",Sports Club,Gaelic Games
Wexford,St Josephs GAA Club,St Josephs GAA Club Development,"€150,000",Sports Club,Gaelic Games
Wexford,St Kearns Rowing Club,Equipment for St. Kearn's Rowing Club,"€10,802",Sports Club,Rowing
Wexford,St Mary's Sec School New Ross,Pitch drainage & goalpost/ballstop net provision.,"€78,460",School (primary or second level),Camogie
Wexford,St Patricks Snooker Club,St. Patrick's Snooker Club Refurbishment,"€86,350",Sports Club,Billiards & Snooker
Wexford,St Patricks Squash Club,Squash courts and dressing room refurbishment.,"€138,416",Sports Club,Squash
Wexford,St. Abbans Adamstown GAA Club,"New Pitch: Drainage, Development & Floodlights","€150,000",Sports Club,Gaelic Games
Wexford,St. Martin's GAA Club,Floodlighting of pitch & lighting of walking track,"€120,000",Sports Club,Gaelic Games
